Job Title,Location,Salary,Min_Salary,Max_Salary,Avg_Salary
Software Engineer,Kochi,3072069,2683,7720,5201.732200692136
Data Scientist,Coimbatore,56746,41048,71394,56221.09573316548
Software Engineer (Frontend),Mumbai,16049,12461,18612,15537.062923094598
QA Engineer,Nagpur,102889,71197,127718,99458.22737399909
Full Stack Developer,Jaipur,35832,21393,51627,36510.70237304704
Software Engineer,Bangalore,170401,164945,168180,166562.67634539574
Data Scientist,Gurgaon,363884,260661,449353,355007.5627765755
Software Engineer,Bangalore,492239,386091,539855,462973.7380412376
Full Stack Developer,Chandigarh,102416,65255,141280,103267.71937690864
Senior Software Engineer,Nagpur,14259,12329,14785,13557.59703303856
Full Stack Developer,Indore,33624,43136,33864,38500.17196485208
Machine Learning Engineer,Hyderabad,157987,141465,183745,162605.38964126323
Mobile Developer,Bangalore,108100,55137,142155,98646.5979765071
Software Engineer,Lucknow,385937,377888,411017,394453.0828290696
Software Engineer,Bangalore,73291,48260,89055,68658.00636518336
AI Engineer,Lucknow,103693,55949,157644,106797.03688716922
Machine Learning Engineer,Bangalore,186482,167118,217213,192166.24342423963
QA Engineer,Hyderabad,71207,53784,87755,70769.97562410601
Data Scientist,Mumbai,168187,114956,225390,170173.26084841084
Machine Learning Engineer,Hyderabad,105025,93542,118813,106178.1554667324
AI Engineer,Chandigarh,48551,39109,60801,49955.27359317949
Software Engineer (Frontend),Hyderabad,648064,384286,1022106,703196.5923201409
Software Engineer,Delhi,574447,554058,568957,561507.8272351313
Data Scientist,Mumbai,928190,703308,1390851,1047079.7631966978
AI Engineer,Kochi,413816,211189,673095,442142.45517024765
Software Engineer,Bangalore,411046,395859,400437,398148.3794021429
Full Stack Developer,Visakhapatnam,30837,28493,32402,30448.062019772507
Software Engineer (Backend),Gurgaon,211668,232918,276610,254764.352961248
Software Engineer,Bhubaneswar,78716,54041,106062,80052.45415403323
NLP Engineer,Mysore,80234,63181,105258,84219.97132709285
Software Engineer (Backend),Surat,577564,548710,606418,577564.0
Machine Learning Engineer,Nagpur,151898,133255,168910,151082.9952859555
Product Manager,Coimbatore,127209,111594,144302,127948.15087417979
Technical Writer,Bangalore,120687,68692,241262,154977.5505364941
Data Scientist,Delhi,68220,54995,71621,63308.36873943891
AI Engineer,Noida,120459,92426,146640,119533.51038780951
Full Stack Developer,Kolkata,117603,63235,131751,97493.6934670847
AI Engineer,Coimbatore,43723,38634,52534,45584.151359976386
AI Engineer,Bhubaneswar,29410,22095,36349,29222.074371422965
Software Engineer,Bangalore,6140652,5891394,6517610,6204502.309457643
Machine Learning Engineer,Bangalore,150640,136559,161783,149171.50024760625
Software Engineer (Backend),Kochi,3666254,3180663,4106478,3643570.6615541694
Data Scientist,Nagpur,66924,55128,73291,64210.00929087415
AI Engineer,Lucknow,264259,181445,370506,275976.3336715448
Data Scientist,Hyderabad,49990,34085,73493,53789.73899038092
Software Engineer,Kochi,445337,337820,579969,458894.92654135806
Data Scientist,Pune,98201,86678,112711,99695.22467705379
Software Engineer (Backend),Chandigarh,196327,124084,307759,215922.41840466904
Machine Learning Engineer,Bhubaneswar,160612,142746,190540,166643.05395329237
Data Scientist,Gurgaon,99794,57394,164243,110819.430151013
Software Engineer (Backend),Chandigarh,17640,11440,24663,18051.81205238718
Data Scientist,Bangalore,588296,469538,672918,571228.22309121
Machine Learning Engineer,Gurgaon,115366,99829,135055,117442.36372950327
Mobile Developer,Pune,75229,71084,69544,70314.53917518129
AI Engineer,Pune,22849,15193,35584,25389.26551304938
Software Engineer,Kolkata,50421,47390,54393,50891.92381652557
System Administrator,Mysore,121372,111349,109522,110436.35771152076
Lead Data Scientist,Pune,43859,36660,51426,44043.166721469956
Software Engineer,Mumbai,449921,406733,608560,507646.7836596939
Software Engineer (Frontend),Hyderabad,84897,54290,133549,93920.14640894193
Software Engineer,Coimbatore,481103,472238,528861,500550.21231272083
Data Scientist,Bangalore,458625,322336,560587,441462.13463771227
Machine Learning Engineer,Bangalore,153378,130513,174553,152533.37824650697
Software Engineer,Mumbai,347079,323587,357692,340639.8027773254
AI Engineer,Mumbai,339675,58920,448114,253517.49129036753
Software Engineer,Hyderabad,435128,173237,1127125,650181.4676845224
Full Stack Developer,Gurgaon,56353,36338,81126,58732.56653953751
AI Engineer,Hyderabad,185174,36799,245135,140967.704998846
Data Scientist,Bangalore,268973,197866,311259,254562.8337032618
iOS Developer,Noida,382620,319471,475692,397582.1841297308
Machine Learning Engineer,Jaipur,208785,168273,222094,195183.89432213188
Software Engineer (Backend),Hyderabad,62303,57397,67208,62302.5
Full Stack Developer,Coimbatore,95495,49506,145407,97457.14382242163
Cloud Engineer,Mumbai,150433,139826,158770,149298.49218123354
Software Engineer,Goa,351774,196086,541855,368971.41044675483
AI Engineer,Mumbai,159887,82881,264373,173627.439266456
Software Engineer,Delhi,2589947,140108,232706,186407.70956475934
Software Engineer,Gurgaon,33209,31714,35230,33472.14772768395
Software Engineer (Frontend),Gurgaon,116744,83794,137673,110733.84805821662
AI Engineer,Mumbai,2907,1822,3299,2560.623440551217
Software Engineer (Frontend),Hyderabad,118040,81955,125633,103794.3025856145
Software Engineer,Mumbai,160203,102384,215736,159060.59227391589
Software Engineer (Backend),Bangalore,255996,142934,301136,222035.11078110492
Data Scientist,Bangalore,221564,174686,252594,213640.49756237253
Software Engineer,Surat,787,728,867,797.7205424494152
Machine Learning Engineer,Surat,199058,175372,220548,197960.19142808884
Software Engineer (Frontend),Mumbai,73694,47444,107138,77291.19685723516
Software Engineer (Backend),Bangalore,46307,41774,56123,48948.5
AI Engineer,Bhubaneswar,85744,74140,90931,82536.23148059091
Machine Learning Engineer,Bangalore,131018,115094,156095,135594.83316850528
Network Engineer,Pune,216801,137155,300833,218994.03374509118
Full Stack Developer,Hyderabad,46496,41431,54289,47860.118556282774
AI Engineer,Hyderabad,41870,19455,71449,45452.52540960223
Full Stack Developer,Pune,319238,223970,433867,328918.692978063
Software Engineer (Frontend),Kochi,31090,22596,27320,24958.523832999184
Mobile Developer,Mumbai,60471,57566,76104,66835.55219809769
Software Engineer,Hyderabad,718458,662743,763357,713050.3675271275
Data Scientist,Hyderabad,353544,250303,494686,372494.82769283745
Machine Learning Engineer,Bangalore,135676,125991,159772,142882.16630338266
Data Scientist,Hyderabad,32025,23435,43588,33512.18351611615
Machine Learning Engineer,Hyderabad,190192,177306,222923,200114.9090844654
Full Stack Developer,Bangalore,669465,495788,929057,712422.9914416596
Technical Writer,Trivandrum,16590,15929,17252,16590.600401372536
Machine Learning Engineer,Surat,159704,149222,170200,159711.53813676402
Machine Learning Engineer,Mysore,182474,159152,208214,183683.25354850496
Software Engineer (Backend),Bangalore,580838,475631,543615,509623.622397783
Machine Learning Engineer,Delhi,156267,141624,186183,163904.03096210046
AI Engineer,Mumbai,223921,200242,237125,218684.151813358
AI Engineer,Mumbai,41188,31306,55045,43175.686337406325
Full Stack Developer,Pune,48445,38241,57886,48064.3188990765
Software Engineer (Frontend),Bangalore,185641,168788,202493,185640.5
Machine Learning Engineer,Bangalore,221456,186634,262076,224355.50954714546
Machine Learning Engineer,Indore,175260,147086,195166,171126.70572545697
Junior Developer,Hyderabad,105761,92855,117561,105208.55486189704
Full Stack Developer,Hyderabad,7371,6183,7697,6940.68522968037
Research Scientist,Hyderabad,93056,96462,100124,98293.2322247093
Machine Learning Engineer,Hyderabad,194555,156264,229969,193117.03799343045
Technical Writer,Delhi,226628,178996,274259,226628.21896493516
AI Engineer,Hyderabad,108831,93339,132891,113115.5814624672
Full Stack Developer,Surat,5799,3397,7280,5339.1061924932765
AI Engineer,Hyderabad,22273,19719,26898,23309.008796000675
Data Scientist,Visakhapatnam,1474566,26323,35679,31001.438363534715
Mobile Developer,Lucknow,220303,214489,226116,220302.5
Machine Learning Engineer,Lucknow,187559,174647,211283,192965.26880912966
Data Scientist,Kochi,113610,92996,136162,114579.7584578155
Database Administrator,Lucknow,103482,87119,120172,103645.93628840239
Data Scientist,Hyderabad,221896,181390,271471,226430.8264368709
Data Scientist,Bangalore,83619,66160,93685,79923.22830802914
Data Scientist,Visakhapatnam,135031,120640,155032,137836.473202353
Software Engineer,Hyderabad,76100,49663,106534,78098.66995984645
Full Stack Developer,Bangalore,144848,91591,204198,147895.11770786875
NLP Engineer,Gurgaon,71462,54444,84178,69311.22208410702
Software Engineer (Backend),Mysore,41229,21845,60469,41157.704526559675
Software Engineer,Kochi,34199,127658,179306,153482.40810206748
Robotics Engineer,Mumbai,102722,92025,109721,100873.31605229774
AI Engineer,Hyderabad,18104,11699,26235,18967.75142554462
Data Scientist,Kolkata,1324903,921577,1739238,1330408.24820738
Software Engineer (Frontend),Trivandrum,267859,167620,327186,247403.00307881262
Machine Learning Engineer,Mumbai,202018,191562,239474,215518.4049310835
Data Scientist,Gurgaon,291278,153686,447504,300595.1724933365
Machine Learning Engineer,Ahmedabad,207947,181919,222757,202338.32780608116
Full Stack Developer,Delhi,35678,32187,44897,38542.052360106856
AI Engineer,Kochi,159396,126258,186808,156533.49228053313
Data Scientist,Lucknow,82053,54293,113975,84134.0946112495
Network Engineer,Hyderabad,211421,154380,260227,207303.93302877602
Machine Learning Engineer,Hyderabad,84036,69784,92040,80912.63626689289
Data Scientist,Bangalore,10534,7487,13465,10476.298316034408
Cloud Engineer,Bangalore,247862,210409,285832,248121.21184771316
Software Engineer (Frontend),Trivandrum,202468,196281,208654,202467.5
Software Engineer,Bangalore,482098,420019,518427,469223.17522764415
Machine Learning Engineer,Hyderabad,218995,200992,250165,225579.10137178958
AI Engineer,Coimbatore,192434,132565,307904,220234.66913426746
Machine Learning Engineer,Indore,147281,134201,167752,150976.84550052468
Machine Learning Engineer,Bangalore,177516,155805,212156,183980.70656507072
Software Engineer (Frontend),Bangalore,113001,88730,122577,105653.59569260437
Principal Engineer,Bangalore,399377,354162,469721,411941.74498805765
Full Stack Developer,Mumbai,92223,79822,97290,88556.14146921562
Machine Learning Engineer,Lucknow,99307,82094,108099,95097.1789771314
AI Engineer,Mumbai,30688,23794,38987,31390.585955117233
AI Engineer,Nagpur,758978,548621,926536,737578.8408317075
Full Stack Developer,Bangalore,156877,115979,195998,155989.0980151681
Machine Learning Engineer,Bangalore,136358,116443,160487,138465.4249408791
Full Stack Developer,Hyderabad,18344,15291,25565,20428.596972701158
Full Stack Developer,Gurgaon,235118,214860,259349,237104.92710774986
Android Developer,Mumbai,57759,23103,144397,83750.55
Software Engineer (Backend),Bangalore,425969,355940,480023,417981.8017014162
Software Engineer (Frontend),Bhubaneswar,79102,94086,76736,85411.32889212167
Junior Developer,Mysore,129822,113806,138989,126398.04388697681
Lead Data Scientist,Hyderabad,127842,67442,208206,137824.6372012609
Machine Learning Engineer,Bangalore,217688,174275,249062,211668.93480429362
Robotics Engineer,Visakhapatnam,46121,39334,53572,46453.58002587826
Machine Learning Engineer,Hyderabad,154759,132950,184090,158520.39651350654
QA Engineer,Bangalore,274707,259501,327640,293570.7057578392
AI Engineer,Bangalore,2116527,1506494,2872770,2189632.380340521
Data Engineer,Hyderabad,33314,15860,51088,33474.16052862026
Data Scientist,Mumbai,548540,364242,687147,525695.1340926102
Software Engineer (Backend),Bangalore,88082,80996,95168,88082.0
NLP Engineer,Coimbatore,113404,105175,121632,113403.86935898726
Software Engineer,Surat,49228,50353,52752,51553.06565700449
Software Engineer (Frontend),Trivandrum,52316,37899,46840,42369.97748940192
Full Stack Developer,Hyderabad,155950,99039,247751,173395.84606674893
Software Engineer,Hyderabad,82945,70961,85190,78075.51019725112
Software Engineer,Hyderabad,54043,52834,83043,67938.63484203773
Junior Developer,Noida,210003,178842,238765,208804.30175153748
Machine Learning Engineer,Gurgaon,179714,169581,204356,186969.18570875895
AI Engineer,Gurgaon,131701,74087,202720,138404.4019727435
Full Stack Developer,Hyderabad,59225,44501,75351,59926.63088441186
Data Scientist,Bangalore,416335,349982,479463,414723.2504387272
Cybersecurity Analyst,Hyderabad,188334,164815,116476,140645.59999999998
Machine Learning Engineer,Bangalore,144859,137330,161156,149243.6137671336
Product Manager,Nagpur,208174,170078,219934,195006.56367273087
Software Engineer (Frontend),Noida,7757,7419,8094,7756.5
Data Scientist,Goa,48707,39050,60086,49568.459681725784
Full Stack Developer,Chennai,813073,588517,1268883,928700.8262397073
AI Engineer,Kochi,1764172,421519,2264043,1342781.376822369
Software Engineer (Backend),Lucknow,62970,79093,60028,69560.6
Full Stack Developer,Pune,47141,21881,82324,52103.019032560245
Software Engineer (Backend),Bangalore,581033,399802,672719,536260.9337348631
System Administrator,Nagpur,380632,174945,411906,293425.8738833879
Machine Learning Engineer,Bangalore,190698,172733,203386,188060.03799108136
Software Engineer,Surat,588891,561598,618805,590201.6876500449
Machine Learning Engineer,Bangalore,212930,186200,230908,208554.69568039474
iOS Developer,Bangalore,127326,102302,140901,121602.04458162849
AI Engineer,Hyderabad,360205,64679,398618,231648.95930725697
Software Engineer,Hyderabad,54977,45859,62609,54234.46559516083
Data Scientist,Jaipur,239173,196748,261979,229364.07231569587
Embedded Systems Engineer,Gurgaon,27479,16758,38200,27479.32108255019
Data Scientist,Trivandrum,221302,165499,260807,213153.09871631983
AI Engineer,Bangalore,314534,234714,425304,330009.75499767833
Full Stack Developer,Mumbai,194701,145346,286372,215859.5921503263
Technical Writer,Hyderabad,19435,18352,20516,19434.670892898183
Software Engineer (Backend),Chandigarh,50645,45246,58257,51752.01710272135
Software Engineer (Frontend),Bangalore,128549,81091,176006,128548.5
Software Engineer (Backend),Visakhapatnam,64532,40964,84707,62836.13452335669
Software Engineer (Frontend),Hyderabad,24805,23973,26091,25032.720513963264
AI Engineer,Pune,343479,58808,714884,386846.6127864724
Data Scientist,Hyderabad,81094,56851,105516,81183.69791083758
Machine Learning Engineer,Chennai,177381,157196,195764,176480.4244669897
Data Scientist,Kolkata,37713,18273,60017,39145.48585760795
AI Engineer,Bangalore,709070,541185,953732,747459.14448753
AI Engineer,Indore,29571,21785,36074,28929.902636719977
Information Security Engineer,Mumbai,347600,236203,562134,399169.1458574848
Software Engineer,Hyderabad,369441,265073,431475,348274.36497739295
Data Scientist,Hyderabad,3884941,3211420,4121260,3666340.802591585
Site Reliability Engineer,Hyderabad,59948,58131,61765,59948.0
Machine Learning Engineer,Indore,115632,102047,129001,115524.76021554091
Data Scientist,Lucknow,122025,83944,206094,145019.53080608818
AR/VR Engineer,Mumbai,54763,56671,67674,62173.23027679216
Software Engineer (Frontend),Surat,177486,171736,207235,189485.9393608121
Machine Learning Engineer,Hyderabad,97295,83675,111484,97579.94730591448
AI Engineer,Surat,452211,166734,1006441,586588.0184571926
Data Scientist,Bangalore,902721,802038,1074965,938501.900297422
Full Stack Developer,Hyderabad,839743,442398,1261015,851707.2798147325
AI Engineer,Bangalore,809613,653632,1076514,865073.8748913659
Machine Learning Engineer,Bangalore,216998,190786,257203,223994.94378598608
Machine Learning Engineer,Bangalore,195713,170685,222251,196468.41661486676
Data Scientist,Hyderabad,155075,83165,201734,142450.15241767932
Software Engineer (Frontend),Coimbatore,34150,32767,45451,39109.74286617991
Full Stack Developer,Indore,82936,65644,104813,85229.08885668506
Full Stack Developer,Chennai,85882,68364,96897,82630.92595427
Data Scientist,Goa,1073917,967345,1168366,1067856.1969500352
Software Engineer (Frontend),Goa,94425,86996,106234,96615.51765586014
Software Engineer,Bangalore,168579,133344,214452,173898.95186161104
Embedded Systems Engineer,Kolkata,300972,285752,356570,321161.7423826837
Software Engineer (Frontend),Delhi,28818,21684,42546,32115.35897719185
Lead Data Scientist,Gurgaon,2749,2425,3069,2747.783354277751
Network Engineer,Bangalore,18997,16442,27719,22081.312545559016
Software Engineer,Nagpur,66917,50410,83709,67059.92454494022
AI Engineer,Indore,43474,15810,124022,69916.72384058055
AI Engineer,Surat,531705,343013,795512,569263.0728322548
Full Stack Developer,Surat,499039,349769,646723,498246.3998125361
UI/UX Designer,Coimbatore,199632,165879,226892,196385.8525691129
Full Stack Developer,Lucknow,107346,90169,132487,111328.53850031953
Software Engineer (Frontend),Chennai,10564,7986,14150,11068.40126061143
Game Developer,Hyderabad,95279,83257,105581,94419.33412910886
AI Engineer,Pune,107068,92196,120184,106190.5751766552
Software Engineer (Frontend),Bangalore,518224,387444,584246,485845.6038705783
Data Scientist,Goa,34909,20133,48420,34277.37397836508
Software Engineer,Bangalore,29778,25559,34258,29908.757767635856
Research Scientist,Surat,68247,52431,87302,69866.65655647362
Blockchain Developer,Mumbai,1239931,27896,102220,65058.23061610283
Software Engineer (Frontend),Mumbai,137181,99044,181538,140291.0
AI Engineer,Hyderabad,46615,26361,68486,47424.207010586695
Data Scientist,Hyderabad,1196431,1104676,1445347,1275011.6706823804
Software Engineer (Backend),Bhubaneswar,89391,50097,162009,106053.38536877996
AI Engineer,Mumbai,195888,89402,329322,209362.50741961435
Mobile Developer,Gurgaon,104036,96923,128900,112911.96293184132
AI Engineer,Bangalore,1087780,643665,1195465,919565.4051006103
Information Security Engineer,Bangalore,395768,307188,489145,398167.16507896653
Machine Learning Engineer,Hyderabad,208712,183522,244540,214031.73934510123
Software Engineer,Chandigarh,319242,298462,338137,318299.9062014038
Data Scientist,Mumbai,490933,394207,594447,494327.786356867
Software Engineer,Bangalore,972879,878482,1005332,941907.8282491103
AI Engineer,Surat,1035814,803073,1478790,1140931.9255038765
UI/UX Designer,Gurgaon,73724,60623,79641,70132.44380732498
Data Scientist,Jaipur,347568,176517,475777,326147.28370596777
Software Engineer (Frontend),Hyderabad,182196,133262,209633,171448.22106057772
Full Stack Developer,Mumbai,27460,18601,38000,28301.283733263284
AI Engineer,Bangalore,273294,210308,385504,297906.15055023227
Data Scientist,Bangalore,98853,44682,158327,101505.19540059935
Software Engineer,Chandigarh,634512,389767,888809,639288.4108935047
AI Engineer,Bangalore,241190,141770,377460,259615.29639308027
Data Scientist,Bangalore,34409,20065,47966,34016.29284467363
AI Engineer,Hyderabad,383451,78461,413024,245742.6216227241
QA Engineer,Hyderabad,51036,44943,52434,48688.951361847176
Machine Learning Engineer,Hyderabad,177795,152855,191739,172297.44232264344
Software Engineer (Backend),Hyderabad,283287,171818,394755,283286.5
Software Engineer (Frontend),Mumbai,62263,59821,64703,62262.0
Data Scientist,Bangalore,1248092,554631,2135084,1344858.37867733
Research Scientist,Lucknow,29193,11186,15280,13233.427277325529
Software Engineer (Frontend),Mumbai,14004,7608,20747,14178.17272660592
Technical Architect,Mumbai,733742,426883,1040599,733741.0
Full Stack Developer,Mumbai,23718,15235,35371,25303.20851850778
Software Engineer,Jaipur,307328,294467,339481,316974.3304112463
Software Engineer,Trivandrum,482071,260715,744476,502595.84242426755
Technical Architect,Mysore,275401,175405,353006,264205.5
Cloud Engineer,Bangalore,273104,245705,288223,266964.4127485684
Software Engineer,Bangalore,195180,164243,256283,210263.80861721438
Full Stack Developer,Noida,12896,10268,16540,13404.489963260145
Software Engineer (Backend),Hyderabad,21088,14282,34682,24482.796280298728
Data Scientist,Pune,918522,790361,1125710,958035.9915491177
Software Engineer (Backend),Bangalore,16630,10728,20162,15445.161939412312
Data Scientist,Mysore,132019,122918,161145,142031.77616406188
Software Engineer,Goa,1096072,691436,1294261,992848.8718231155
Software Engineer,Nagpur,179961,163037,172379,167708.4014258639
Data Scientist,Gurgaon,161106,128873,176419,152646.50873027305
Technical Architect,Hyderabad,6562,6877,9640,8258.526942693348
Software Engineer,Gurgaon,67808,35725,95445,65585.44104125815
Software Engineer (Backend),Bangalore,242410,232090,274428,253259.43574033666
AI Engineer,Pune,348580,312731,422003,367367.3812728208
Machine Learning Engineer,Bangalore,177752,150645,205745,178195.6479807531
UI/UX Designer,Jaipur,144323,134294,167735,151015.38688133407
Software Engineer (Frontend),Ahmedabad,151304,144622,164931,154777.2675621924
Machine Learning Engineer,Kochi,139255,129137,162848,145993.02659467031
AI Engineer,Bangalore,781998,631003,1081791,856397.8862564513
Machine Learning Engineer,Mysore,77751,63725,82710,73217.9727496911
Software Engineer,Mumbai,22050,13950,27490,20720.39877123661
Data Scientist,Mumbai,42139,24365,64629,44497.49707729081
Machine Learning Engineer,Chandigarh,216176,182432,259225,220828.92750248127
Data Scientist,Hyderabad,513055,300580,843664,572122.252829233
Data Scientist,Bangalore,28617,20683,44747,32715.73188223484
Machine Learning Engineer,Hyderabad,120088,111740,129278,120509.55084684471
Blockchain Developer,Kochi,85199,44510,130789,87650.04088085888
Software Engineer (Frontend),Trivandrum,240012,207224,284703,245963.97886060562
Data Scientist,Bangalore,1628588,1388200,1813296,1600748.251111653
Data Scientist,Kochi,212798,126287,335921,231104.58589415843
Game Developer,Bangalore,663884,473460,835181,654321.3506368543
Machine Learning Engineer,Lucknow,93836,75599,98930,87265.03713913792
Software Engineer (Frontend),Mumbai,37735,35671,39798,37734.5
DevOps Engineer,Chennai,170435,475077,573629,524353.0
Embedded Systems Engineer,Pune,11591,9638,13543,11590.870526237257
AI Engineer,Indore,79325,62635,100888,81761.89988581454
Data Scientist,Hyderabad,1120330,934634,1346632,1140633.6515439139
QA Engineer,Mumbai,15890,14781,18041,16411.642654619798
Software Engineer (Backend),Coimbatore,628366,507887,940735,724311.4303031422
QA Engineer,Visakhapatnam,1676,1603,1717,1660.9036189194364
Machine Learning Engineer,Bangalore,114534,97757,125782,111769.88739859255
Full Stack Developer,Hyderabad,177944,134926,273163,204045.195193164
Data Scientist,Pune,491683,343321,670927,507124.49767043255
DevOps Engineer,Visakhapatnam,85678,20440,50668,35554.55319368641
Machine Learning Engineer,Bangalore,204003,187853,233911,210882.54166952212
Data Scientist,Chandigarh,304973,217571,470663,344117.4392252813
AI Engineer,Delhi,15995,9214,23926,16570.440491640395
Full Stack Developer,Ahmedabad,63283,38246,74827,56536.77960599201
Software Engineer (Frontend),Lucknow,17088,11536,20165,15850.5
NLP Engineer,Bhubaneswar,275512,261057,373591,317324.3986600382
Full Stack Developer,Jaipur,532392,485711,621527,553619.1173401334
Machine Learning Engineer,Bangalore,193493,177943,216785,197364.31103740947
Software Engineer,Hyderabad,387707,340098,429283,384691.198670196
Data Scientist,Jaipur,98808,62959,141358,102158.9119261046
Full Stack Developer,Surat,366841,223276,573956,398616.76941849047
Software Engineer,Surat,59220,56026,65450,60738.32372828551
Technical Architect,Gurgaon,122293,112051,147019,129535.17215099256
Software Engineer (Frontend),Nagpur,176449,107596,215237,161416.8386261614
Software Engineer (Frontend),Visakhapatnam,328787,265940,301610,283775.2758419456
Android Developer,Noida,34233,25658,48443,37051.47732832996
Software Engineer,Bangalore,87605,59666,129998,94832.60945784391
Software Engineer (Frontend),Mysore,289644,270664,308622,289643.0
Software Engineer,Kochi,1892,1425,2219,1822.3408937088413
Full Stack Developer,Mumbai,265576,184933,436151,310542.25806882535
Machine Learning Engineer,Bangalore,160875,137653,189649,163651.91408313625
Data Scientist,Bangalore,81770,62480,88773,75627.30113245866
Data Scientist,Bangalore,853730,478353,1286703,882528.6801239869
AI Engineer,Ahmedabad,96419,20646,114669,67658.03024940265
AR/VR Engineer,Ahmedabad,26130,25095,27163,26129.0
AI Engineer,Bangalore,65763,44606,106277,75441.77721386738
QA Engineer,Hyderabad,4011,2725,4490,3608.3573416009954
Full Stack Developer,Jaipur,41666,39442,44811,42127.19681990201
Software Engineer (Backend),Jaipur,23979,24454,24293,24373.805322832224
Software Engineer,Mumbai,743017,424371,1120290,772330.9249463764
AI Engineer,Kolkata,43710,29975,51710,40842.67333691365
Software Engineer (Frontend),Mumbai,212888,216283,183399,199841.4415917893
Software Engineer,Bangalore,425126,376536,434267,405402.40469782887
Data Scientist,Hyderabad,30546,25055,35505,30280.56664237538
AR/VR Engineer,Mumbai,291736,246056,298364,272210.5371197237
Software Engineer,Bhubaneswar,235230,133604,328775,231189.91634360724
Blockchain Developer,Bangalore,98107,65728,124129,94929.20762536553
Software Engineer,Kolkata,150283,114168,191655,152911.7241336163
AI Engineer,Gurgaon,1954039,1619076,2320788,1969932.313654697
Data Scientist,Chennai,231032,191868,312718,252293.11706890864
Data Scientist,Trivandrum,17458,13749,19705,16727.378082059317
Software Engineer (Backend),Hyderabad,199285,120907,229808,175357.8867679772
Software Engineer (Backend),Lucknow,108649,63459,139979,101719.22743037448
Machine Learning Engineer,Bangalore,177957,149002,195633,172318.03259574767
Software Engineer (Backend),Kochi,27347,22451,46685,34568.55555084209
Software Engineer (Frontend),Ahmedabad,35723,21912,40826,31369.381392826755
Cloud Engineer,Bangalore,256136,237154,275268,256211.77484361755
Mobile Developer,Chennai,51362,90960,32064,61512.53802339354
Software Engineer,Mumbai,183301,166913,190732,178823.08014201335
Data Scientist,Chennai,1307615,740820,1932396,1336608.4037519298
Database Administrator,Gurgaon,227706,205841,264952,235397.1226624983
AI Engineer,Lucknow,24088,13598,34771,24185.142636839424
Full Stack Developer,Hyderabad,2357,1641,3533,2587.5200033835135
Software Engineer,Hyderabad,477873,387157,585302,486230.12551852956
Software Engineer (Frontend),Mysore,4433482,1838599,6238003,4038301.7110357974
Data Scientist,Bangalore,143766,113853,167154,140504.3007621927
Full Stack Developer,Bangalore,221156,172007,298622,235314.91760778247
Software Engineer,Pune,386533,239263,542034,390648.8376684559
Full Stack Developer,Coimbatore,362561,284232,420926,352579.651134192
iOS Developer,Mysore,76442,60499,100103,80301.08494784588
Blockchain Developer,Delhi,5799499,850586,1294693,1072639.7198649659
Data Scientist,Mumbai,115483,81340,164010,122675.54225774267
Machine Learning Engineer,Jaipur,122582,114310,140846,127578.39557036449
Software Engineer (Frontend),Lucknow,37390,35874,38906,37390.0
NLP Engineer,Lucknow,35220,33801,36638,35219.922519626845
Software Engineer,Mumbai,23588,15495,34561,25028.746073612798
Data Scientist,Jaipur,6222,3291,9146,6218.738629298685
Machine Learning Engineer,Bangalore,95709,77318,106356,91837.52088918972
Full Stack Developer,Bangalore,706781,531157,878808,704983.1791528685
AI Engineer,Coimbatore,966953,187424,1301805,744614.7393769935
Data Scientist,Hyderabad,45997,23998,63434,43716.25122075307
Blockchain Developer,Chandigarh,20684,15626,25658,20642.110395207677
Data Scientist,Hyderabad,2311380,1612900,3919279,2766090.0822128
Software Engineer,Jaipur,44229,42107,50741,46424.0670218488
Robotics Engineer,Mumbai,161787,153322,190556,171939.49225648737
Software Engineer (Frontend),Pune,125734,113064,131666,122365.56752163262
Senior Software Engineer,Bangalore,778849,635055,958176,796616.2172725054
Technical Architect,Indore,370637,238354,472205,355279.96545294987
Data Scientist,Goa,79031,59368,134747,97057.68590310164
Machine Learning Engineer,Chennai,142798,129404,160862,145133.89709534097
Machine Learning Engineer,Bangalore,218658,176118,236532,206325.5059761349
Software Engineer,Indore,151054,95891,200171,148031.18061835575
Data Scientist,Bangalore,66608,46513,90463,68488.78141090635
Principal Engineer,Bangalore,829860,659135,951096,805115.8470113117
Data Scientist,Nagpur,6125,4631,7240,5935.678005531754
Data Scientist,Delhi,42676,38356,52279,45317.975963589866
Machine Learning Engineer,Chandigarh,155047,138632,171010,154821.69045275953
QA Engineer,Delhi,993332,643687,1372924,1008306.4500263311
AI Engineer,Pune,994672,271910,1078308,675109.6678343699
Full Stack Developer,Mumbai,121323,81010,181677,131344.1740080245
Full Stack Developer,Bangalore,268044,187495,365272,276383.8632500617
Software Engineer,Mumbai,118902,80246,157775,119010.94030713465
Machine Learning Engineer,Kolkata,96098,81767,101460,91613.86191626513
AI Engineer,Trivandrum,16578,12228,27514,19871.163014212172
AI Engineer,Kochi,44932,28648,66733,47690.769554904706
Data Engineer,Goa,19912,19004,23817,21410.875334378743
Machine Learning Engineer,Bangalore,176134,145067,187429,166248.58266411175
Site Reliability Engineer,Hyderabad,47113,31508,62718,47113.0
Machine Learning Engineer,Kochi,134541,125455,160107,142781.47936372628
Software Engineer (Frontend),Indore,98478,63718,133238,98478.0
