Job Title,Location,Salary,Min_Salary,Max_Salary,Avg_Salary
Cybersecurity Analyst,Delhi,118611,67352,135911,101631.5
Cloud Engineer,Bangalore,159457,105447,195679,150563.0
Software Engineer,Bangalore,149078,129243,253229,191236.0
Network Engineer,Jaipur,227143,122091,262283,192187.0
DevOps Engineer,Visakhapatnam,99376,51416,96277,73846.5
Site Reliability Engineer,Mumbai,97793,89137,182836,135986.5
Embedded Systems Engineer,Hyderabad,244016,123164,256768,189966.0
Information Security Engineer,Visakhapatnam,175054,104723,200261,152492.0
Software Engineer (Frontend),Chandigarh,138397,112951,205886,159418.5
Data Engineer,Visakhapatnam,236861,142176,260712,201444.0
Software Engineer (Frontend),Bangalore,157848,130121,227448,178784.5
Software Engineer,Bangalore,142605,111387,224164,167775.5
Full Stack Developer,Bangalore,157946,152755,291277,222016.0
NLP Engineer,Trivandrum,286542,159597,319780,239688.5
Junior Developer,Chennai,68620,47707,82304,65005.5
Cybersecurity Analyst,Mysore,153468,95553,182409,138981.0
Embedded Systems Engineer,Hyderabad,100782,73169,153339,113254.0
Software Engineer (Frontend),Kolkata,122320,71650,128519,100084.5
DevOps Engineer,Hyderabad,174094,146413,267545,206979.0
AI Engineer,Bangalore,214169,207206,425556,316381.0
Full Stack Developer,Chennai,116200,107461,193154,150307.5
Cybersecurity Analyst,Delhi,314320,155912,289604,222758.0
Software Engineer,Chandigarh,243154,133244,247725,190484.5
Database Administrator,Noida,55175,51182,102243,76712.5
DevOps Engineer,Pune,81192,66137,126619,96378.0
Software Engineer (Frontend),Mysore,153613,129967,222906,176436.5
Data Scientist,Pune,226695,133958,296524,215241.0
Blockchain Developer,Bangalore,306603,233406,437207,335306.5
Principal Engineer,Surat,124426,102666,197281,149973.5
Machine Learning Engineer,Bangalore,256936,227942,495552,361747.0
Cybersecurity Analyst,Chennai,103164,74875,142027,108451.0
Machine Learning Engineer,Bangalore,154641,147251,296458,221854.5
Cybersecurity Analyst,Chandigarh,310711,141890,289833,215861.5
Software Engineer (Frontend),Hyderabad,99173,92753,173126,132939.5
Cloud Engineer,Noida,112657,92405,177222,134813.5
Game Developer,Hyderabad,75471,62031,138016,100023.5
Data Scientist,Pune,394040,177974,403733,290853.5
UI/UX Designer,Chennai,81023,69311,146435,107873.0
Network Engineer,Lucknow,74577,63839,129794,96816.5
Software Engineer (Backend),Chennai,188704,149107,257842,203474.5
Cloud Engineer,Noida,73693,49296,93501,71398.5
AR/VR Engineer,Bhubaneswar,214626,147684,307679,227681.5
Technical Writer,Mysore,44330,44168,92849,68508.5
DevOps Engineer,Mumbai,181453,141265,265140,203202.5
Network Engineer,Pune,171550,126506,235380,180943.0
Data Scientist,Mumbai,241140,137909,272249,205079.0
AR/VR Engineer,Bangalore,326109,175534,367753,271643.5
Mobile Developer,Mumbai,189565,108589,204487,156538.0
Full Stack Developer,Bangalore,119295,89762,169854,129808.0
QA Engineer,Nagpur,39536,39288,77982,58635.0
Product Manager,Mumbai,311799,189755,412467,301111.0
Software Engineer (Frontend),Pune,149724,140016,237723,188869.5
Full Stack Developer,Bangalore,372553,220248,424419,322333.5
Robotics Engineer,Pune,261510,144367,297575,220971.0
AI Engineer,Pune,386251,216930,432862,324896.0
Data Scientist,Bangalore,110231,88600,189134,138867.0
AR/VR Engineer,Coimbatore,150875,85949,171803,128876.0
Data Scientist,Bangalore,111242,65536,137813,101674.5
iOS Developer,Goa,392111,205406,387932,296669.0
QA Engineer,Delhi,213446,135965,264789,200377.0
Data Scientist,Chennai,171015,121708,243197,182452.5
Data Scientist,Chennai,110647,59583,120052,89817.5
Data Scientist,Mysore,81345,51641,113379,82510.0
NLP Engineer,Pune,99749,73641,145183,109412.0
Cybersecurity Analyst,Pune,196246,110404,213420,161912.0
Cloud Engineer,Delhi,358517,247052,447788,347420.0
UI/UX Designer,Delhi,316931,176363,374675,275519.0
Full Stack Developer,Bangalore,201469,146594,281311,213952.5
Cybersecurity Analyst,Pune,198686,112227,211648,161937.5
AI Engineer,Delhi,114752,78315,174220,126267.5
NLP Engineer,Mumbai,257479,204293,380052,292172.5
AI Engineer,Indore,111343,103980,218910,161445.0
Software Engineer (Frontend),Coimbatore,92563,54670,96735,75702.5
DevOps Engineer,Bangalore,239917,131246,231242,181244.0
DevOps Engineer,Kochi,321145,175031,343687,259359.0
Machine Learning Engineer,Nagpur,235595,180669,373120,276894.5
Software Engineer (Frontend),Hyderabad,184994,178600,316731,247665.5
Data Engineer,Trivandrum,151529,113891,230479,172185.0
Cloud Engineer,Delhi,144520,88296,168389,128342.5
Blockchain Developer,Mumbai,167686,87215,171148,129181.5
Software Engineer (Frontend),Chennai,174678,99873,189104,144488.5
Embedded Systems Engineer,Hyderabad,173487,143629,274845,209237.0
Data Scientist,Ahmedabad,142488,82297,168155,125226.0
DevOps Engineer,Mumbai,155757,88088,171874,129981.0
iOS Developer,Bangalore,301306,196523,350237,273380.0
DevOps Engineer,Pune,102483,56777,112611,84694.0
Software Engineer (Frontend),Chennai,187114,167317,298601,232959.0
DevOps Engineer,Mysore,208722,184350,360948,272649.0
Machine Learning Engineer,Mumbai,144773,85893,166903,126398.0
Software Engineer (Frontend),Hyderabad,179918,177288,304067,240677.5
Software Engineer (Frontend),Chennai,192524,128047,223490,175768.5
Software Engineer,Bangalore,370597,211213,398228,304720.5
Research Scientist,Kochi,145275,67551,128481,98016.0
Software Engineer (Frontend),Bangalore,191825,170562,311785,241173.5
DevOps Engineer,Bangalore,141944,103514,189073,146293.5
Full Stack Developer,Pune,213256,175729,344694,260211.5
DevOps Engineer,Pune,108084,90855,171945,131400.0
DevOps Engineer,Mumbai,208428,182824,345989,264406.5
AI Engineer,Visakhapatnam,172423,124909,248571,186740.0
Software Engineer (Backend),Pune,239931,166756,294077,230416.5
Machine Learning Engineer,Delhi,174871,98827,216868,157847.5
Software Engineer,Mumbai,216825,154184,295241,224712.5
Software Engineer (Frontend),Mumbai,184538,165866,293998,229932.0
Software Engineer (Backend),Mumbai,268177,189378,332528,260953.0
Software Engineer,Chennai,258062,204259,396862,300560.5
Software Engineer,Bangalore,267377,161208,309430,235319.0
DevOps Engineer,Hyderabad,235472,162431,328601,245516.0
Data Scientist,Bangalore,161275,136173,283172,209672.5
System Administrator,Delhi,86115,52458,108161,80309.5
Software Engineer (Backend),Hyderabad,167981,106968,186739,146853.5
Data Scientist,Hyderabad,244959,112325,244725,178525.0
NLP Engineer,Delhi,339567,239694,489216,364455.0
Cloud Engineer,Chennai,151782,127200,233953,180576.5
Software Engineer,Mysore,143305,89464,180806,135135.0
Senior Software Engineer,Chennai,376034,233156,420511,326833.5
DevOps Engineer,Jaipur,68482,58875,120612,89743.5
QA Engineer,Bangalore,246135,139082,276932,208007.0
NLP Engineer,Hyderabad,298450,199317,364931,282124.0
Software Engineer (Frontend),Noida,164510,137608,255866,196737.0
Senior Software Engineer,Surat,348444,229573,415661,322617.0
System Administrator,Bangalore,115608,65060,134088,99574.0
Cloud Engineer,Jaipur,70633,51258,101410,76334.0
Machine Learning Engineer,Pune,184235,98991,202271,150631.0
Cybersecurity Analyst,Kolkata,86169,65515,133011,99263.0
DevOps Engineer,Pune,143638,98600,198001,148300.5
UI/UX Designer,Chennai,86454,48148,101652,74900.0
Technical Architect,Bangalore,466437,363606,774705,569155.5
Principal Engineer,Delhi,400656,357744,642885,500314.5
Data Scientist,Chandigarh,88496,64514,133498,99006.0
Software Engineer,Pune,101729,92319,180993,136656.0
Android Developer,Bangalore,214756,114947,217411,166179.0
Software Engineer (Frontend),Coimbatore,170359,151108,271696,211402.0
Data Engineer,Delhi,288761,208653,411113,309883.0
Research Scientist,Mumbai,239457,115635,230036,172835.5
Software Engineer (Frontend),Mumbai,306306,159688,275730,217709.0
NLP Engineer,Trivandrum,206537,157031,321130,239080.5
Machine Learning Engineer,Bangalore,384255,214467,454043,334255.0
Full Stack Developer,Mumbai,84292,54132,100744,77438.0
AI Engineer,Noida,143890,139242,301434,220338.0
Blockchain Developer,Nagpur,349453,188622,371380,280001.0
Lead Data Scientist,Bangalore,715050,398627,772933,585780.0
Software Engineer (Backend),Mumbai,191519,159903,276302,218102.5
Blockchain Developer,Jaipur,191018,143852,270544,207198.0
Lead Data Scientist,Chennai,230663,178650,341302,259976.0
Data Scientist,Pune,165682,123630,264971,194300.5
Full Stack Developer,Chennai,85918,81995,161433,121714.0
Software Engineer,Pune,196032,134391,259796,197093.5
AR/VR Engineer,Gurgaon,185618,110728,206500,158614.0
Network Engineer,Pune,222531,109087,234893,171990.0
Software Engineer (Frontend),Delhi,151020,113848,186644,150246.0
Data Engineer,Chennai,181452,141313,272577,206945.0
Android Developer,Mumbai,217939,177284,337237,257260.5
DevOps Engineer,Pune,390734,228748,413282,321015.0
Cybersecurity Analyst,Pune,129250,110658,215381,163019.5
Database Administrator,Mysore,186783,106364,231091,168727.5
Data Scientist,Mumbai,111593,92992,216354,154673.0
Software Engineer,Chennai,80794,67934,129099,98516.5
Technical Writer,Mumbai,89509,53383,115859,84621.0
Machine Learning Engineer,Hyderabad,161979,79167,174344,126755.5
AI Engineer,Jaipur,318746,214165,420722,317443.5
Data Scientist,Delhi,380944,206858,452181,329519.5
UI/UX Designer,Bangalore,251389,171650,360410,266030.0
Network Engineer,Coimbatore,130388,103812,220587,162199.5
Network Engineer,Hyderabad,133124,95782,196347,146064.5
Cybersecurity Analyst,Delhi,115703,92513,167550,130031.5
AI Engineer,Mumbai,99393,97828,209144,153486.0
Full Stack Developer,Delhi,278684,163185,307943,235564.0
Full Stack Developer,Nagpur,75253,67180,126865,97022.5
AI Engineer,Chennai,289572,197093,404934,301013.5
Data Scientist,Bangalore,129753,123612,275854,199733.0
Embedded Systems Engineer,Delhi,102819,85837,168827,127332.0
Cybersecurity Analyst,Mumbai,319510,152165,308937,230551.0
AI Engineer,Gurgaon,114376,102510,226144,164327.0
Data Scientist,Trivandrum,169258,102933,227073,165003.0
Cloud Engineer,Hyderabad,226457,133155,248138,190646.5
Site Reliability Engineer,Ahmedabad,153416,144300,319062,231681.0
Product Manager,Delhi,299572,217082,502966,360024.0
Data Scientist,Bhubaneswar,387001,177316,371603,274459.5
Software Engineer (Backend),Mumbai,163573,101717,177268,139492.5
Blockchain Developer,Pune,267371,215069,403131,309100.0
Software Engineer (Backend),Chennai,98268,76182,138397,107289.5
Software Engineer (Backend),Bangalore,136181,107921,186557,147239.0
Embedded Systems Engineer,Delhi,180725,170271,373130,271700.5
UI/UX Designer,Mumbai,223021,131390,271045,201217.5
AI Engineer,Lucknow,215689,116561,248368,182464.5
Cloud Engineer,Visakhapatnam,203871,100273,195235,147754.0
Junior Developer,Pune,64608,54997,95365,75181.0
Software Engineer (Backend),Pune,202691,152025,280799,216412.0
DevOps Engineer,Bhubaneswar,171340,143948,273811,208879.5
AI Engineer,Delhi,175055,173621,335247,254434.0
Software Engineer,Hyderabad,122003,89911,163075,126493.0
Cybersecurity Analyst,Hyderabad,206864,127419,235076,181247.5
iOS Developer,Mumbai,116667,83748,157177,120462.5
Full Stack Developer,Chennai,108857,92515,178777,135646.0
Cybersecurity Analyst,Mysore,74715,64191,123060,93625.5
Software Engineer (Frontend),Hyderabad,228296,134539,254795,194667.0
Software Engineer (Backend),Chandigarh,140422,104858,196629,150743.5
AR/VR Engineer,Gurgaon,146951,142255,301920,222087.5
Software Engineer (Frontend),Pune,254968,186027,310529,248278.0
Computer Vision Engineer,Hyderabad,326464,209406,405374,307390.0
Data Engineer,Mumbai,77309,66072,131263,98667.5
Embedded Systems Engineer,Jaipur,138960,66543,137680,102111.5
Principal Engineer,Bangalore,144370,115482,223365,169423.5
Junior Developer,Kolkata,131948,111779,188331,150055.0
Data Engineer,Kolkata,99828,99248,193944,146596.0
Software Engineer (Backend),Hyderabad,155296,126951,222188,174569.5
Full Stack Developer,Chennai,98976,61337,114150,87743.5
Cloud Engineer,Pune,110374,87590,150859,119224.5
UI/UX Designer,Bangalore,155104,76863,169374,123118.5
Site Reliability Engineer,Delhi,136626,79163,165390,122276.5
Computer Vision Engineer,Chennai,160360,81437,170464,125950.5
Data Engineer,Chennai,147637,99378,183100,141239.0
Research Scientist,Pune,133624,124413,243094,183753.5
Full Stack Developer,Mumbai,502142,262478,505246,383862.0
Technical Writer,Delhi,50317,41411,89152,65281.5
Machine Learning Engineer,Mumbai,129449,127414,287035,207224.5
System Administrator,Bangalore,173686,113724,226318,170021.0
Cybersecurity Analyst,Bangalore,165574,80687,163706,122196.5
Mobile Developer,Visakhapatnam,291854,149042,277771,213406.5
Data Scientist,Delhi,383642,214695,456100,335397.5
Principal Engineer,Chennai,191450,169522,319322,244422.0
Full Stack Developer,Mumbai,176876,115010,222268,168639.0
Junior Developer,Mumbai,55401,47006,81199,64102.5
Cloud Engineer,Pune,304267,190595,332289,261442.0
Mobile Developer,Pune,319146,200535,369050,284792.5
Cloud Engineer,Bangalore,172344,120228,224930,172579.0
AI Engineer,Bangalore,412132,301481,582850,442165.5
System Administrator,Goa,91256,87007,177685,132346.0
Cloud Engineer,Delhi,354869,240887,460873,350880.0
Technical Architect,Mumbai,245608,145330,294205,219767.5
Software Engineer (Frontend),Mumbai,139017,97842,167952,132897.0
Computer Vision Engineer,Trivandrum,93879,86049,182085,134067.0
Lead Data Scientist,Mumbai,359020,266796,543997,405396.5
AI Engineer,Hyderabad,267763,217569,446678,332123.5
Full Stack Developer,Delhi,107123,96774,183004,139889.0
Cloud Engineer,Bangalore,253013,136718,259535,198126.5
Cybersecurity Analyst,Mumbai,123726,119944,256676,188310.0
Game Developer,Delhi,306016,196366,385881,291123.5
Machine Learning Engineer,Delhi,120501,72983,159680,116331.5
Technical Architect,Hyderabad,147894,111032,236508,173770.0
Junior Developer,Surat,173750,120103,196210,158156.5
Game Developer,Mumbai,120129,96150,198564,147357.0
Information Security Engineer,Hyderabad,437820,234435,476332,355383.5
QA Engineer,Chennai,188087,109245,216872,163058.5
Cloud Engineer,Kolkata,106021,94715,169226,131970.5
Software Engineer (Backend),Pune,98543,90814,165107,127960.5
Cloud Engineer,Chennai,88499,85000,165169,125084.5
DevOps Engineer,Mumbai,301151,153755,304400,229077.5
Mobile Developer,Bangalore,231018,125844,246145,185994.5
Software Engineer (Backend),Bangalore,179905,148900,270431,209665.5
Principal Engineer,Noida,622687,336372,634081,485226.5
NLP Engineer,Delhi,250123,192997,366618,279807.5
Product Manager,Delhi,382579,196919,408693,302806.0
System Administrator,Chennai,124425,90943,172765,131854.0
Full Stack Developer,Hyderabad,260097,214042,371818,292930.0
iOS Developer,Hyderabad,109939,108427,199045,153736.0
NLP Engineer,Chandigarh,122664,91747,175125,133436.0
Embedded Systems Engineer,Trivandrum,132135,86254,174829,130541.5
Information Security Engineer,Hyderabad,344744,201186,381230,291208.0
Cloud Engineer,Delhi,158820,82047,155709,118878.0
Full Stack Developer,Nagpur,326761,202141,407413,304777.0
Technical Writer,Hyderabad,198325,104555,209863,157209.0
Computer Vision Engineer,Kochi,287898,192625,384662,288643.5
Database Administrator,Chennai,246634,169833,357869,263851.0
AI Engineer,Hyderabad,294660,211938,453516,332727.0
Software Engineer (Frontend),Delhi,167930,112384,214474,163429.0
Machine Learning Engineer,Pune,126276,103420,203742,153581.0
Information Security Engineer,Delhi,126339,111342,226505,168923.5
Network Engineer,Delhi,234642,173721,344490,259105.5
Network Engineer,Pune,190959,115598,221452,168525.0
Cybersecurity Analyst,Hyderabad,174665,113549,211386,162467.5
Full Stack Developer,Bangalore,123862,87643,167602,127622.5
Cloud Engineer,Delhi,197711,119364,217856,168610.0
Senior Software Engineer,Delhi,318056,216129,379662,297895.5
Site Reliability Engineer,Goa,266669,132488,274463,203475.5
Data Scientist,Pune,157036,97761,208003,152882.0
AI Engineer,Hyderabad,342761,185367,411900,298633.5
DevOps Engineer,Hyderabad,263899,133384,270314,201849.0
Software Engineer (Backend),Bangalore,320641,248065,423652,335858.5
Machine Learning Engineer,Trivandrum,220752,147816,310590,229203.0
AI Engineer,Surat,117691,85711,189060,137385.5
Data Scientist,Chennai,261268,174892,366558,270725.0
Game Developer,Hyderabad,160283,119037,246511,182774.0
Cloud Engineer,Hyderabad,96100,66033,126875,96454.0
Software Engineer (Frontend),Delhi,334018,235103,402663,318883.0
Mobile Developer,Mysore,154935,84520,158627,121573.5
Software Engineer (Backend),Pune,219147,146343,263617,204980.0
Game Developer,Delhi,151441,102753,192278,147515.5
Machine Learning Engineer,Delhi,131456,122604,241175,181889.5
Machine Learning Engineer,Lucknow,169944,105070,209070,157070.0
Cloud Engineer,Mumbai,222439,137111,251194,194152.5
Technical Architect,Indore,335438,185894,366405,276149.5
Software Engineer (Frontend),Mumbai,169366,97617,184840,141228.5
Software Engineer,Kolkata,149118,90505,175309,132907.0
Cloud Engineer,Pune,83206,82650,147008,114829.0
DevOps Engineer,Bangalore,290158,157912,318221,238066.5
Network Engineer,Pune,300575,159234,317648,238441.0
Android Developer,Pune,87830,63270,124546,93908.0
DevOps Engineer,Chennai,74604,43998,88028,66013.0
AI Engineer,Mumbai,377690,205837,428828,317332.5
System Administrator,Chennai,65029,50637,102444,76540.5
AI Engineer,Mumbai,409118,273749,533795,403772.0
AI Engineer,Pune,389661,205240,442921,324080.5
NLP Engineer,Nagpur,126131,74020,148309,111164.5
iOS Developer,Kochi,303990,204415,386684,295549.5
Data Scientist,Delhi,215212,145819,305724,225771.5
Robotics Engineer,Lucknow,245330,130984,264907,197945.5
UI/UX Designer,Chennai,151914,122459,267987,195223.0
QA Engineer,Trivandrum,120536,98287,196353,147320.0
Database Administrator,Bangalore,110232,66937,135943,101440.0
Software Engineer,Bangalore,186738,98906,205084,151995.0
Software Engineer (Backend),Mumbai,107406,99375,187618,143496.5
Principal Engineer,Pune,681331,516625,1028086,772355.5
Data Scientist,Hyderabad,374850,172966,362983,267974.5
Machine Learning Engineer,Ahmedabad,145747,90760,196357,143558.5
Principal Engineer,Surat,194510,139147,272150,205648.5
Full Stack Developer,Mysore,238396,129885,240551,185218.0
Full Stack Developer,Chennai,211412,110283,222412,166347.5
Full Stack Developer,Hyderabad,194348,123980,235561,179770.5
Software Engineer,Chennai,124377,102460,209464,155962.0
Technical Writer,Hyderabad,158150,82837,184092,133464.5
Software Engineer (Frontend),Delhi,145032,86706,156857,121781.5
Data Engineer,Chennai,134477,95311,184514,139912.5
Cloud Engineer,Mumbai,158001,116703,221906,169304.5
Senior Software Engineer,Visakhapatnam,134238,113355,206734,160044.5
AI Engineer,Hyderabad,317707,207617,437942,322779.5
Software Engineer (Frontend),Lucknow,84784,53115,90004,71559.5
DevOps Engineer,Hyderabad,126675,72713,145590,109151.5
Site Reliability Engineer,Hyderabad,267950,144166,293413,218789.5
Network Engineer,Bangalore,167089,122523,246462,184492.5
Machine Learning Engineer,Pune,322777,205786,420347,313066.5
Software Engineer (Backend),Trivandrum,76314,63283,114335,88809.0
iOS Developer,Trivandrum,203438,121216,222781,171998.5
Data Scientist,Kochi,193971,111405,227070,169237.5
AI Engineer,Pune,176174,101034,220937,160985.5
Site Reliability Engineer,Hyderabad,77839,67936,147352,107644.0
Cloud Engineer,Pune,275805,212348,392712,302530.0
Data Scientist,Visakhapatnam,203149,112060,225272,168666.0
Software Engineer (Backend),Surat,96027,69449,117563,93506.0
Machine Learning Engineer,Hyderabad,232828,191632,383748,287690.0
Machine Learning Engineer,Bangalore,154300,121032,241931,181481.5
Network Engineer,Kochi,124653,78671,148381,113526.0
Software Engineer (Backend),Bangalore,153806,123172,230432,176802.0
Cloud Engineer,Pune,147525,122959,221937,172448.0
Product Manager,Pune,244898,148961,312906,230933.5
Embedded Systems Engineer,Delhi,142720,95328,186840,141084.0
Full Stack Developer,Kochi,230577,180806,310635,245720.5
Cloud Engineer,Pune,107224,86478,152800,119639.0
Full Stack Developer,Kolkata,91614,58505,104616,81560.5
Data Scientist,Pune,209939,109723,226881,168302.0
Mobile Developer,Pune,98659,77225,142072,109648.5
Game Developer,Pune,310198,174420,352174,263297.0
Information Security Engineer,Mumbai,190290,126889,252525,189707.0
Cloud Engineer,Kolkata,145211,90469,165783,128126.0
Cybersecurity Analyst,Mumbai,104614,84683,162390,123536.5
Software Engineer (Frontend),Lucknow,117310,98429,189917,144173.0
Software Engineer (Backend),Hyderabad,356027,204231,376019,290125.0
Mobile Developer,Delhi,215144,119943,231262,175602.5
NLP Engineer,Pune,134234,94952,178037,136494.5
Software Engineer (Backend),Delhi,90049,73774,134985,104379.5
AI Engineer,Bangalore,307253,235376,494333,364854.5
QA Engineer,Pune,305445,175304,357756,266530.0
DevOps Engineer,Surat,89095,65330,124411,94870.5
AR/VR Engineer,Surat,297261,225228,428205,326716.5
Full Stack Developer,Pune,414062,243184,483816,363500.0
Data Scientist,Indore,251545,152584,314564,233574.0
UI/UX Designer,Lucknow,126701,84512,183967,134239.5
Software Engineer (Backend),Noida,292864,193956,354191,274073.5
NLP Engineer,Mumbai,312866,191359,386161,288760.0
Blockchain Developer,Mumbai,284644,181817,368719,275268.0
System Administrator,Chennai,171725,110663,216066,163364.5
AI Engineer,Chennai,130846,85077,177437,131257.0
Database Administrator,Hyderabad,109660,61978,132197,97087.5
Software Engineer,Mumbai,172392,147496,275086,211291.0
AI Engineer,Trivandrum,452396,180506,412223,296364.5
Data Scientist,Mumbai,178254,98141,211663,154902.0
Software Engineer (Backend),Delhi,210305,164547,294722,229634.5
Cybersecurity Analyst,Mumbai,103821,57520,112529,85024.5
Software Engineer,Pune,218628,120164,233828,176996.0
Machine Learning Engineer,Mumbai,194087,128625,273587,201106.0
Technical Writer,Ahmedabad,103636,57267,121489,89378.0
Blockchain Developer,Pune,306242,161308,312833,237070.5
Embedded Systems Engineer,Delhi,403165,236803,470742,353772.5
AI Engineer,Hyderabad,209046,180921,384732,282826.5
Computer Vision Engineer,Chennai,123726,104349,193005,148677.0
Cloud Engineer,Chennai,248620,136975,252129,194552.0
Cybersecurity Analyst,Coimbatore,250615,136945,273830,205387.5
Software Engineer (Backend),Surat,159623,141975,266182,204078.5
Database Administrator,Chennai,129107,75317,155472,115394.5
Junior Developer,Bangalore,104730,60333,107971,84152.0
UI/UX Designer,Noida,118212,69733,151770,110751.5
Cybersecurity Analyst,Coimbatore,103581,85755,163446,124600.5
DevOps Engineer,Bangalore,292680,182057,355632,268844.5
Network Engineer,Mumbai,284530,163139,337052,250095.5
Mobile Developer,Chennai,91172,60537,121633,91085.0
Software Engineer (Frontend),Mumbai,95382,59511,104167,81839.0
Machine Learning Engineer,Mumbai,189119,155596,333619,244607.5
Data Scientist,Visakhapatnam,209349,93535,206681,150108.0
Embedded Systems Engineer,Hyderabad,187762,165411,333545,249478.0
Full Stack Developer,Delhi,162894,119500,224030,171765.0
Research Scientist,Chennai,149007,130573,241078,185825.5
Software Engineer (Backend),Noida,236390,216886,394148,305517.0
Cloud Engineer,Delhi,141517,97777,179328,138552.5
QA Engineer,Bhubaneswar,155631,88967,184504,136735.5
Software Engineer (Backend),Bangalore,94043,75338,140399,107868.5
iOS Developer,Visakhapatnam,179829,120518,207844,164181.0
DevOps Engineer,Mumbai,137144,104357,203831,154094.0
Cybersecurity Analyst,Bangalore,154634,115007,210470,162738.5
Software Engineer,Delhi,247591,148698,301968,225333.0
Robotics Engineer,Mumbai,132572,118935,234323,176629.0
Lead Data Scientist,Mumbai,246449,226989,418998,322993.5
Android Developer,Hyderabad,204034,162975,328074,245524.5
Blockchain Developer,Surat,243805,156406,292835,224620.5
Product Manager,Delhi,134436,115635,225346,170490.5
NLP Engineer,Mumbai,216276,116187,223081,169634.0
iOS Developer,Mumbai,84451,56404,115046,85725.0
Technical Architect,Kochi,285209,247254,490994,369124.0
Senior Software Engineer,Pune,233012,186178,310432,248305.0
Cloud Engineer,Kochi,196634,146138,280175,213156.5
Embedded Systems Engineer,Bangalore,141350,101359,219934,160646.5
AI Engineer,Chennai,233149,120965,250702,185833.5
iOS Developer,Bangalore,232277,190665,370798,280731.5
DevOps Engineer,Mumbai,80826,70706,138154,104430.0
Software Engineer,Mumbai,274433,138592,272068,205330.0
Software Engineer (Frontend),Chennai,190466,131690,233698,182694.0
Software Engineer (Frontend),Chandigarh,222791,121106,223223,172164.5
NLP Engineer,Pune,241878,121375,255432,188403.5
Cloud Engineer,Trivandrum,212419,139626,282199,210912.5
Cybersecurity Analyst,Hyderabad,166980,99893,199847,149870.0
Research Scientist,Trivandrum,113704,113686,224498,169092.0
Machine Learning Engineer,Coimbatore,190656,122127,254954,188540.5
Database Administrator,Chennai,196957,97558,206403,151980.5
Lead Data Scientist,Delhi,374471,273428,511846,392637.0
AI Engineer,Pune,152381,80488,174916,127702.0
DevOps Engineer,Noida,339671,197507,406109,301808.0
Technical Architect,Bangalore,364055,191582,418478,305030.0
Software Engineer (Frontend),Mumbai,216007,191458,346628,269043.0
Cloud Engineer,Hyderabad,87151,74534,143754,109144.0
Software Engineer,Ahmedabad,170252,136738,245268,191003.0
QA Engineer,Chennai,122414,63942,131550,97746.0
Cloud Engineer,Delhi,223170,124179,231141,177660.0
Data Scientist,Hyderabad,222852,108714,245164,176939.0
Software Engineer (Frontend),Chennai,96201,62790,117429,90109.5
Principal Engineer,Trivandrum,542172,276485,517398,396941.5
Data Scientist,Mumbai,99261,56480,119065,87772.5
Full Stack Developer,Pune,76452,50359,95011,72685.0
DevOps Engineer,Kolkata,100623,60270,115059,87664.5
Android Developer,Nagpur,132486,87721,166730,127225.5
AI Engineer,Bangalore,302975,189124,393725,291424.5
Cloud Engineer,Hyderabad,87285,60016,121091,90553.5
Data Engineer,Hyderabad,109135,69402,139601,104501.5
Technical Architect,Hyderabad,552053,296024,614982,455503.0
Embedded Systems Engineer,Gurgaon,219434,145393,309847,227620.0
Machine Learning Engineer,Pune,133690,72258,155459,113858.5
Network Engineer,Mumbai,122331,67649,136750,102199.5
Software Engineer (Backend),Chennai,296494,199377,386643,293010.0
Android Developer,Hyderabad,146207,102240,200655,151447.5
Lead Data Scientist,Bangalore,233751,210792,394582,302687.0
Product Manager,Delhi,360013,266702,536479,401590.5
Software Engineer (Backend),Mumbai,226132,132058,232171,182114.5
Game Developer,Bangalore,310732,185946,382366,284156.0
Data Scientist,Hyderabad,215601,92905,209405,151155.0
Principal Engineer,Trivandrum,256606,171324,331887,251605.5
Junior Developer,Trivandrum,83313,82377,144624,113500.5
Cybersecurity Analyst,Delhi,139849,122060,233704,177882.0
QA Engineer,Ahmedabad,106193,78863,154035,116449.0
Principal Engineer,Pune,502371,398372,777209,587790.5
Software Engineer,Jaipur,209562,152530,292839,222684.5
Cybersecurity Analyst,Noida,76074,69166,143471,106318.5
Computer Vision Engineer,Hyderabad,167609,89042,176703,132872.5
Data Engineer,Pune,231018,153323,302365,227844.0
Machine Learning Engineer,Gurgaon,146887,83996,176732,130364.0
Junior Developer,Hyderabad,89213,76849,135775,106312.0
Information Security Engineer,Hyderabad,132423,84461,152279,118370.0
Software Engineer (Frontend),Chennai,157255,97487,168032,132759.5
Cybersecurity Analyst,Kolkata,95018,62962,121051,92006.5
Software Engineer (Frontend),Delhi,80400,59201,102509,80855.0
Cybersecurity Analyst,Pune,125787,70973,140414,105693.5
Cloud Engineer,Hyderabad,208632,133839,236173,185006.0
Software Engineer (Backend),Pune,104885,100864,179255,140059.5
Senior Software Engineer,Pune,176375,101989,182240,142114.5
Software Engineer,Delhi,142447,101477,190398,145937.5
Site Reliability Engineer,Mumbai,192629,109008,220858,164933.0
Machine Learning Engineer,Noida,91550,87277,179272,133274.5
iOS Developer,Bangalore,404178,245023,448609,346816.0
Software Engineer (Frontend),Pune,115412,75427,143410,109418.5
Senior Software Engineer,Delhi,302781,242084,406562,324323.0
Software Engineer (Backend),Mumbai,252107,129634,244732,187183.0
AI Engineer,Chennai,307193,183759,386288,285023.5
